Country,Year,Latitude,Longitude,Continent,iso_alpha,OilConsumption,GasConsumption,CoalConsumption,TotalConsumption
Trinidad & Tobago,1995,10.691803,-61.222503,S. & Cent. America,TTO,0.054192241,0.265727597,0,88866621666.6664
Venezuela,1995,6.42375,-66.58973,S. & Cent. America,VEN,0.971782359,1.09893996,0.000213945,575260073333.332
Central America,1995,0,0,S. & Cent. America,,0.465110885,0,0.00131344,129562312500
Other Caribbean,1995,0,0,S. & Cent. America,,1.237490229,0.001590588,0.011722527,347445373333.332
Other South America,1995,0,0,S. & Cent. America,,0.255270386,0.038352965,0.00015896,81606197499.9998
Austria,1995,47.516231,14.550072,Europe,AUT,0.485502545,0.274165777,0.14521911,251357619999.999
Belgium,1995,50.503887,4.469936,Europe,BEL,1.170957178,0.4482918,0.370545826,552720778888.887
Bulgaria,1995,42.733883,25.48583,Europe,BGR,0.266032885,0.1905813,0.320407723,215839418888.888
Croatia,1995,45.1,15.2,Europe,HRV,0.167362088,0.080982,0.007316894,71016939444.4442
Cyprus,1995,35.08620251,-33.15948469,Europe,CYP,0.086350547,0,0.004479876,25230673055.5555
Czech Republic,1995,49.817492,15.472962,Europe,CZE,0.342702658,0.2743029,0.98180573,444114246666.665
Denmark,1995,56.26392,9.501785,Europe,DNK,0.4513668,0.133719135,0.271656331,237983962777.777
Estonia,1995,58.69807177,-25.8872705,Europe,EST,0.053510897,0.0243882,0.13191715,58282290833.3332
Finland,1995,61.92411,25.748151,Europe,FIN,0.423246774,0.117648,0.246978,218853548333.333
France,1995,46.227638,2.213749,Europe,FRA,3.854509145,1.2383217,0.61378488,1585171034722.22
Germany,1995,51.165691,10.451526,Europe,DEU,5.872066305,2.798545,3.794181736,3462442511388.88
Greece,1995,39.074208,21.824312,Europe,GRC,0.762526328,0.0018369,0.338155108,306255093333.332
Hungary,1995,47.162494,19.503304,Europe,HUN,0.320603967,0.384134,0.181968293,246307294444.444
Iceland,1995,64.963051,-19.020835,Europe,ISL,0.030228599,0,0.002653805,9134001111.11108
Ireland,1995,53.41291,-8.24389,Europe,IRL,0.246280752,0.097929252,0.123976129,130051703611.111
Italy,1995,41.87194,12.56738,Europe,ITA,4.154233188,1.8695007,0.50726578,1814166574444.44
Latvia,1995,56.98600629,-25.98243782,Europe,LVA,0.079868379,0.038125221,0.01118713,35883536111.111
Lithuania,1995,55.56514803,-23.92632337,Europe,LTU,0.134981344,0.084945985,0.010274407,63944926666.6665
Luxembourg,1995,49.61682412,6.124983395,Europe,LUX,0.077079121,0.023237685,0.020686979,33612162499.9999
Netherlands,1995,52.132633,5.291266,Europe,NLD,1.610909308,1.4689,0.373,959113696666.664
North Macedonia,1995,42.12066355,-21.42254912,Europe,MKD,0.034759137,0,0.059858177,26282587222.2221
Norway,1995,60.472024,8.468946,Europe,NOR,0.38310439,0.111075804,0.040438493,148505190833.333
Poland,1995,51.919438,19.145136,Europe,POL,0.649632279,0.3765924,2.944308485,1102925878888.89
Portugal,1995,39.399872,-8.224454,Europe,PRT,0.598849816,0,0.175929336,215216431111.111
Romania,1995,45.943161,24.96676,Europe,ROU,0.571697792,0.805545,0.442347101,505441636944.443
Slovakia,1995,48.17856255,-17.37553815,Europe,SVK,0.139965434,0.2184336,0.227920432,162866518333.333
Slovenia,1995,46.151241,14.995463,Europe,SVN,0.096099938,0.0309492,0.057706664,51321056111.111
Spain,1995,40.463667,-3.74922,Europe,ESP,2.445350541,0.323255671,0.794110356,989643491111.108
Sweden,1995,60.128161,18.643501,Europe,SWE,0.736502106,0.028295531,0.116511066,244807973055.555
Switzerland,1995,46.818188,8.227512,Europe,CHE,0.514080342,0.082728,0.00797,167993983888.888
Turkey,1995,38.963745,35.243322,Europe,TUR,1.249732788,0.23415471,0.692412984,604527911666.665
Ukraine,1995,49.03256983,-31.17505696,Europe,UKR,1.100918481,2.59660354,2.135249236,1620214238055.55
United Kingdom,1995,55.378051,-3.435973,Europe,GBR,3.563833052,2.657110752,1.986887808,2279953225555.55
Other Europe,1995,0,0,Europe,,0.338632086,0.132435767,0.387374343,238456165555.555
Azerbaijan,1995,40.37218247,-47.99440631,CIS,AZE,0.279637919,0.281550903,0.000125604,155920673888.888
Belarus,1995,53.22505931,-28.06449163,CIS,BLR,0.452012462,0.414937204,0.039851679,251889262499.999
Kazakhstan,1995,47.97919679,-67.16447093,CIS,KAZ,0.51482583,0.4073688,1.14368548,573855586111.109
Russian Federation,1995,61.87817188,-94.65763783,CIS,RUS,6.42761937,13.4080262,4.9980444,6898247213888.87
Turkmenistan,1995,39.06564821,-59.08747704,CIS,TKM,0.113000299,0.273315929,0.00020934,107368213333.333
USSR,1995,0,0,CIS,,0,0,0,0
Uzbekistan,1995,42.04885918,-64.06189671,CIS,UZB,0.284049167,1.442932301,0.037345438,490090807222.221
Other CIS,1995,0,0,CIS,,0.096113637,0.183506473,0.038471397,88358751944.4442
Iran,1995,32.427908,53.688046,Middle East,IRN,2.529533379,1.147247881,0.043217992,1033333125555.55
Iraq,1995,33.223191,43.679291,Middle East,IRQ,1.146339307,0.108414,0,348542585277.777
Israel,1995,31.046051,34.851612,Middle East,ISR,0.526659902,0.000865785,0.17286845,194553926944.444
Kuwait,1995,29.31166,47.481766,Middle East,KWT,0.224671535,0.3173076,0,150549759722.222
Oman,1995,21.512583,55.923255,Middle East,OMN,0.117199666,0.120038816,27249959.99,7569433396455110000
Qatar,1995,25.3182235,-51.20661467,Middle East,QAT,0.058558707,0.50301,0,155991307500
Saudi Arabia,1995,23.885942,45.079162,Middle East,SAU,2.599815106,1.468206,0,1130005862777.77
United Arab Emirates,1995,23.7479278,-54.10908829,Middle East,ARE,0.875406614,0.870129,0,484871003888.888
Other Middle East,1995,0,0,Middle East,,1.043212271,0.373210755,0.005098768,394867164999.999
Algeria,1995,28.033886,1.659626,Africa,DZA,0.371312218,0.7279965,0.02595816,312574132777.777
Egypt,1995,26.820553,30.802498,Africa,EGY,0.991356326,0.43659,0.029067236,404725989444.443
Morocco,1995,31.791702,-7.09262,Africa,MAR,0.293491292,0.000460674,0.068370444,100645113888.889
South Africa,1995,-30.559482,22.937506,Africa,ZAF,0.868538435,0.046480978,2.986968024,1083885399166.66
Eastern Africa,1995,0,0,Africa,,0.525119432,1.80E-05,0.166153749,192025328055.555
Middle Africa,1995,0,0,Africa,,0.165412507,0.0238581,0,52575168611.111
Western Africa,1995,0,0,Africa,,0.721290007,0.168732648,0.002519287,247928317222.222
Other Northern Africa,1995,0,0,Africa,,0.562247951,0.256339692,0,227385456388.888
Other Southern Africa,1995,0,0,Africa,,0.055126799,0,0.039453324,26272256388.8888
Australia,1995,-25.274398,133.775136,Asia Pacific,AUS,1.539999004,0.696296492,1.743,1105359860000
Bangladesh,1995,23.684994,90.356331,Asia Pacific,BGD,0.125472549,0.242724025,0.013434478,106008625555.555
China,1995,35.86166,104.195397,Asia Pacific,CHN,6.840611304,0.643663717,27.85266192,9815815816944.42
China Hong Kong SAR,1995,22.32789401,114.1798757,Asia Pacific,HKG,0.414811558,0.00109421,0.234544536,180680639999.999
India,1995,20.593684,78.96288,Asia Pacific,IND,3.244866145,0.650801844,5.87380825,2713743399722.21
Indonesia,1995,-0.789275,113.921327,Asia Pacific,IDN,1.794807178,1.028103914,0.227078891,847219439722.22
Japan,1995,36.204824,138.252924,Asia Pacific,JPN,11.84562712,2.182233193,3.527479902,4876483393055.54
Malaysia,1995,4.210484,101.975766,Asia Pacific,MYS,0.819913428,0.487301652,0.06983096,382512788888.888
New Zealand,1995,-40.900557,174.885971,Asia Pacific,NZL,0.237261114,0.160669782,0.049159475,124191769722.222
Pakistan,1995,30.375321,69.345116,Asia Pacific,PAK,0.669513225,0.468936,0.09252828,341938195833.332
Philippines,1995,12.879721,121.774017,Asia Pacific,PHL,0.719375868,0.000183503,0.059173359,216314647222.222
Singapore,1995,1.352083,103.819836,Asia Pacific,SGP,1.345592269,0.0513,0.000479389,388158793888.888
South Korea,1995,36.61375976,127.7174212,Asia Pacific,KOR,4.109672019,0.347156896,1.151177407,1557779533888.88
Sri Lanka,1995,7.873054,80.771797,Asia Pacific,LKA,0.080297564,0,4.19E-05,22316517777.7777
Taiwan,1995,23.69781,120.960515,Asia Pacific,TWN,1.569075029,0.156442994,0.68667818,670054500833.331
Thailand,1995,15.870032,100.992541,Asia Pacific,THA,1.46682849,0.380474242,0.300683804,596662926666.665
Vietnam,1995,14.058324,108.277199,Asia Pacific,VNM,0.207392962,0.00505467,0.129650419,95027236388.8886
Other Asia Pacific,1995,0,0,Asia Pacific,,0.354544757,0.1600218,0.865509998,383354598611.11
Other S. & Cent. America,1995,0,0,S. & Cent. America,,0,0,0,0
Syria,1995,34.802075,38.996815,Middle East,SYR,0,0,0,0
Yemen,1995,15.81904194,-47.76828626,Middle East,YEM,0,0,0,0
Angola,1995,-11.202692,17.873887,Africa,AGO,0,0,0,0
Chad,1995,15.454166,18.732207,Africa,TCD,0,0,0,0
Republic of Congo,1995,-0.88990186,15.06711965,Africa,COD,0,0,0,0
Equatorial Guinea,1995,1.650801,10.267895,Africa,GNQ,0,0,0,0
Gabon,1995,-0.803689,11.609444,Africa,GAB,0,0,0,0
Libya,1995,26.3351,17.228331,Africa,LBY,0,0,0,0
Nigeria,1995,9.081999,8.675277,Africa,NGA,0,0,0,0
South Sudan,1995,7.621050216,29.41666103,Africa,SSD,0,0,0,0
Sudan,1995,12.862807,30.217636,Africa,SDN,0,0,0,0
Tunisia,1995,33.886917,9.537499,Africa,TUN,0,0,0,0
Other Africa,1995,0,0,Africa,,0,0,0,0
Brunei,1995,4.495153165,114.626025,Asia Pacific,BRN,0,0,0,0
Bolivia,1995,-16.290154,-63.588653,S. & Cent. America,BOL,0,0,0,0
Bahrain,1995,25.930414,50.637772,Middle East,BHR,0,0,0,0
Myanmar,1995,16.871311,96.199379,Asia Pacific,MMR,0,0,0,0
Papua New Guinea,1995,-6.662413673,143.7729533,Asia Pacific,PNG,0,0,0,0
Republic of Congo ,1995,0,0,Africa,COD,0,0,0,0
Serbia,1995,44.016521,21.005859,Europe,SRB,0,0,0,0
Zimbabwe,1995,-19.015438,29.154857,Africa,ZWE,0,0,0,0
Mongolia,1995,46.862496,103.846656,Asia Pacific,MNG,0,0,0,0
Canada,1996,56.130366,-106.346771,North America,CAN,3.750376305,2.8280961,1.125095,2139879834722.22
Mexico,1996,23.634501,-102.552784,North America,MEX,3.384526873,1.12601857,0.240479,1319729011944.44
US,1996,37.09024,-95.712891,North America,USA,35.8097013,21.92003273,21.05028267,21883337972222.2
Argentina,1996,-38.416097,-63.616672,S. & Cent. America,ARG,0.935271807,1.0842597,0.027960538,568747790277.776
Brazil,1996,-14.235004,-51.92528,S. & Cent. America,BRA,3.322951855,0.20745896,0.511628887,1122788806111.11
Chile,1996,-35.675147,-71.542969,S. & Cent. America,CHL,0.471538467,0.07619976,0.137709965,190402275555.555
Colombia,1996,4.570868,-74.297333,S. & Cent. America,COL,0.550677347,0.1623699,0.117147647,230609692777.777
Ecuador,1996,-1.831239,-78.183406,S. & Cent. America,ECU,0.308593055,0.01235106,0,89151143055.5553
Peru,1996,-9.189967,-75.015152,S. & Cent. America,PER,0.324438456,0.01410255,0.016401,98595001666.6664
Trinidad & Tobago,1996,10.691803,-61.222503,S. & Cent. America,TTO,0.062650574,0.300038568,0,100746983888.889
Venezuela,1996,6.42375,-66.58973,S. & Cent. America,VEN,0.789972338,1.18805076,0.0006724,549637638333.332
Central America,1996,0,0,S. & Cent. America,,0.454244469,0,0.003633508,127188326944.444
Other Caribbean,1996,0,0,S. & Cent. America,,1.282836137,0.001734156,0.009613279,359495436666.666
Other South America,1996,0,0,S. & Cent. America,,0.263974424,0.039349242,0.000167334,84303055555.5553
Austria,1996,47.516231,14.550072,Europe,AUT,0.502330419,0.291819168,0.14583669,261107299166.666
Belgium,1996,50.503887,4.469936,Europe,BEL,1.268113502,0.4983147,0.354627654,589182182222.221
Bulgaria,1996,42.733883,25.48583,Europe,BGR,0.244546277,0.1947033,0.319043748,210637034722.222
Croatia,1996,45.1,15.2,Europe,HRV,0.158727418,0.0907461,0.00599106,70962382777.7776
Cyprus,1996,35.08620251,-33.15948469,Europe,CYP,0.087990544,0,0.0041868,25604817777.7777
Czech Republic,1996,49.817492,15.472962,Europe,CZE,0.358720907,0.3156732,0.979627171,459450354999.999
Denmark,1996,56.26392,9.501785,Europe,DNK,0.489847204,0.157517799,0.373403945,283546929999.999
Estonia,1996,58.69807177,-25.8872705,Europe,EST,0.057914345,0.0268956,0.137144454,61653999722.222
Finland,1996,61.92411,25.748151,Europe,FIN,0.440549053,0.123082,0.294289,238311125833.333
France,1996,46.227638,2.213749,Europe,FRA,3.935070462,1.3685274,0.65397816,1654882228333.33
Germany,1996,51.165691,10.451526,Europe,DEU,5.971960819,3.131676,3.777846736,3578189876388.88
Greece,1996,39.074208,21.824312,Europe,GRC,0.791569966,0.0020637,0.328958886,311831264444.444
Hungary,1996,47.162494,19.503304,Europe,HUN,0.295944571,0.428622,0.179700052,251185173055.555
Iceland,1996,64.963051,-19.020835,Europe,ISL,0.033775179,0,0.002628749,10112202222.2222
Ireland,1996,53.41291,-8.24389,Europe,IRL,0.259296292,0.111243276,0.124651294,137553017222.222
Italy,1996,41.87194,12.56738,Europe,ITA,4.082643617,1.9287243,0.466767031,1799481929999.99
Latvia,1996,56.98600629,-25.98243782,Europe,LVA,0.084036576,0.034939602,0.010487934,35962253333.3332
Lithuania,1996,55.56514803,-23.92632337,Europe,LTU,0.140088593,0.090815879,0.009441234,66762696111.1109
Luxembourg,1996,49.61682412,6.124983395,Europe,LUX,0.079835488,0.025491947,0.019493741,34672548888.8888
Netherlands,1996,52.132633,5.291266,Europe,NLD,1.61055553,1.6279,0.36,999570980555.553
North Macedonia,1996,42.12066355,-21.42254912,Europe,MKD,0.05284534,0,0.057915418,30766877222.2221
Norway,1996,60.472024,8.468946,Europe,NOR,0.410254565,0.12057984,0.040213678,158624467500
Poland,1996,51.919438,19.145136,Europe,POL,0.75892676,0.3954537,3.013754936,1157815387777.77
Portugal,1996,39.399872,-8.224454,Europe,PRT,0.569832182,0,0.16412256,203876317222.222
Romania,1996,45.943161,24.96676,Europe,ROU,0.548124571,0.8130132,0.442035268,500881399722.221
Slovakia,1996,48.17856255,-17.37553815,Europe,SVK,0.145993298,0.2302065,0.224222692,166784025000
Slovenia,1996,46.151241,14.995463,Europe,SVN,0.111021939,0.0314442,0.053256096,54367287499.9998
Spain,1996,40.463667,-3.74922,Europe,ESP,2.51130337,0.36176287,0.671018436,984467965555.553
Sweden,1996,60.128161,18.643501,Europe,SWE,0.787645321,0.030319634,0.129032529,263054856666.666
Switzerland,1996,46.818188,8.227512,Europe,CHE,0.532526461,0.08955,0.00596,174454572499.999
Turkey,1996,38.963745,35.243322,Europe,TUR,1.305257893,0.27251982,0.778870404,654624476944.443
Ukraine,1996,49.03256983,-31.17505696,Europe,UKR,0.683330712,3.011858407,1.6066986,1472746588611.11
United Kingdom,1996,55.378051,-3.435973,Europe,GBR,3.652565775,3.095426844,1.857515688,2390418974166.66
Other Europe,1996,0,0,Europe,,0.39446339,0.097191438,0.406697162,249542219444.444
Azerbaijan,1996,40.37218247,-47.99440631,CIS,AZE,0.251179281,0.206267097,0.000125604,127103328333.333
Belarus,1996,53.22505931,-28.06449163,CIS,BLR,0.444488742,0.436976425,0.048364448,258286004166.666
Kazakhstan,1996,47.97919679,-67.16447093,CIS,KAZ,0.435266158,0.3406446,1.02147443,499273663333.332
Russian Federation,1996,61.87817188,-94.65763783,CIS,RUS,5.542233881,13.48283092,4.905493209,6647377224999.98
Turkmenistan,1996,39.06564821,-59.08747704,CIS,TKM,0.131435793,0.42966,0.001925928,156394922500
USSR,1996,0,0,CIS,,0,0,0,0
Uzbekistan,1996,42.04885918,-64.06189671,CIS,UZB,0.28127213,1.502424,0.034889987,505162810277.776
Other CIS,1996,0,0,CIS,,0.08597222,0.20458907,0.042200936,92433951666.6664
Iran,1996,32.427908,53.688046,Middle East,IRN,2.654885858,1.349257843,0.045209987,1124820468888.89
Iraq,1996,33.223191,43.679291,Middle East,IRQ,1.199859443,0.110808,0,364074289722.221
Israel,1996,31.046051,34.851612,Middle East,ISR,0.527195339,0.000543678,0.209568264,204807578055.555
Kuwait,1996,29.31166,47.481766,Middle East,KWT,0.218343963,0.3181284,0,149020100833.333
Oman,1996,21.512583,55.923255,Middle East,OMN,0.112866471,0.131154083,17414999.99,4837500065005690000
Qatar,1996,25.3182235,-51.20661467,Middle East,QAT,0.064289517,0.349340774,0,114897303055.555
Saudi Arabia,1996,23.885942,45.079162,Middle East,SAU,2.687968291,1.518822,0,1168552858611.11
United Arab Emirates,1996,23.7479278,-54.10908829,Middle East,ARE,0.845911522,0.952965,0,499687922777.776
Other Middle East,1996,0,0,Middle East,,1.044731249,0.387187138,0.005667587,399329437222.221
Algeria,1996,28.033886,1.659626,Africa,DZA,0.354319487,0.747747,0.012225456,309525539722.221
Egypt,1996,26.820553,30.802498,Africa,EGY,1.047947015,0.45045,0.039950446,427318739166.665
Morocco,1996,31.791702,-7.09262,Africa,MAR,0.276686396,0.000585733,0.08750412,101326735833.333
South Africa,1996,-30.559482,22.937506,Africa,ZAF,0.894625966,0.040480396,3.033026358,1102259088888.89
Eastern Africa,1996,0,0,Africa,,0.542070617,1.80E-05,0.153934725,193339817222.222
Middle Africa,1996,0,0,Africa,,0.166166432,0.0235476,52113419.97,14475950044365000000
Western Africa,1996,0,0,Africa,,0.762728673,0.20845566,0.00232465,270419161944.444
Other Northern Africa,1996,0,0,Africa,,0.566856295,0.271805904,0,232961721944.444
Other Southern Africa,1996,0,0,Africa,,0.055938476,0,0.035420343,25377449722.2222
Australia,1996,-25.274398,133.775136,Asia Pacific,AUS,1.580455468,0.701375877,1.81425,1137800373611.11
Bangladesh,1996,23.684994,90.356331,Asia Pacific,BGD,0.128183338,0.260512797,0.007365963,110017249444.444
China,1996,35.86166,104.195397,Asia Pacific,CHN,7.498329652,0.674504425,29.14340224,10365621199166.6
China Hong Kong SAR,1996,22.32789401,114.1798757,Asia Pacific,HKG,0.406463947,0.069367247,0.174296484,180591021666.666
India,1996,20.593684,78.96288,Asia Pacific,IND,3.501940882,0.710341979,6.042537099,2848561099999.99
Indonesia,1996,-0.789275,113.921327,Asia Pacific,IDN,1.912573914,1.07029884,0.270680065,903764671944.442
Japan,1996,36.204824,138.252924,Asia Pacific,JPN,11.93055987,2.328380591,3.620096942,4966399278611.1
Malaysia,1996,4.210484,101.975766,Asia Pacific,MYS,0.89808321,0.586612548,0.07016568,431905954999.999
New Zealand,1996,-40.900557,174.885971,Asia Pacific,NZL,0.242364812,0.183149432,0.048447944,131656163333.333
Pakistan,1996,30.375321,69.345116,Asia Pacific,PAK,0.704122621,0.509517,0.09378432,363173316944.443
Philippines,1996,12.879721,121.774017,Asia Pacific,PHL,0.751950859,0.000310394,0.082401198,231850680833.333
Singapore,1996,1.352083,103.819836,Asia Pacific,SGP,1.358790277,0.0513,1.19E-05,391695049166.666
South Korea,1996,36.61375976,127.7174212,Asia Pacific,KOR,4.397333352,0.458655566,1.3439628,1722208810555.55
Sri Lanka,1996,7.873054,80.771797,Asia Pacific,LKA,0.098018471,0,8.70E-06,27229769722.2221
Taiwan,1996,23.69781,120.960515,Asia Pacific,TWN,1.571942711,0.159633231,0.776487975,696684421388.887
Thailand,1996,15.870032,100.992541,Asia Pacific,THA,1.621370745,0.443300708,0.365842123,675142659999.998
Vietnam,1996,14.058324,108.277199,Asia Pacific,VNM,0.2391064,0.00997038,0.144822027,109416335277.777
Other Asia Pacific,1996,0,0,Asia Pacific,,0.379036169,0.148235535,0.757494122,356879396111.11
Other S. & Cent. America,1996,0,0,S. & Cent. America,,0,0,0,0
Syria,1996,34.802075,38.996815,Middle East,SYR,0,0,0,0
Yemen,1996,15.81904194,-47.76828626,Middle East,YEM,0,0,0,0
Angola,1996,-11.202692,17.873887,Africa,AGO,0,0,0,0
Chad,1996,15.454166,18.732207,Africa,TCD,0,0,0,0
Republic of Congo,1996,-0.88990186,15.06711965,Africa,COD,0,0,0,0
Equatorial Guinea,1996,1.650801,10.267895,Africa,GNQ,0,0,0,0
Gabon,1996,-0.803689,11.609444,Africa,GAB,0,0,0,0
Libya,1996,26.3351,17.228331,Africa,LBY,0,0,0,0
Nigeria,1996,9.081999,8.675277,Africa,NGA,0,0,0,0
South Sudan,1996,7.621050216,29.41666103,Africa,SSD,0,0,0,0
Sudan,1996,12.862807,30.217636,Africa,SDN,0,0,0,0
Tunisia,1996,33.886917,9.537499,Africa,TUN,0,0,0,0
Other Africa,1996,0,0,Africa,,0,0,0,0
Brunei,1996,4.495153165,114.626025,Asia Pacific,BRN,0,0,0,0
Bolivia,1996,-16.290154,-63.588653,S. & Cent. America,BOL,0,0,0,0
Bahrain,1996,25.930414,50.637772,Middle East,BHR,0,0,0,0
Myanmar,1996,16.871311,96.199379,Asia Pacific,MMR,0,0,0,0
Papua New Guinea,1996,-6.662413673,143.7729533,Asia Pacific,PNG,0,0,0,0
Republic of Congo ,1996,0,0,Africa,COD,0,0,0,0
Serbia,1996,44.016521,21.005859,Europe,SRB,0,0,0,0
Zimbabwe,1996,-19.015438,29.154857,Africa,ZWE,0,0,0,0
Mongolia,1996,46.862496,103.846656,Asia Pacific,MNG,0,0,0,0
Canada,1997,56.130366,-106.346771,North America,CAN,3.865264217,2.8838034,1.17589,2201377115833.33
Mexico,1997,23.634501,-102.552784,North America,MEX,3.494863996,1.131746231,0.240711,1352033674166.66
US,1997,37.09024,-95.712891,North America,USA,36.28716558,22.05113619,21.49480107,22175861899999.9
Argentina,1997,-38.416097,-63.616672,S. & Cent. America,ARG,0.991030917,0.9991854,0.02205977,558965579722.221
Brazil,1997,-14.235004,-51.92528,S. & Cent. America,BRA,3.571374166,0.225449701,0.514696542,1197644558055.55
Chile,1997,-35.675147,-71.542969,S. & Cent. America,CHL,0.507178638,0.103677728,0.179271658,219480006666.666
Colombia,1997,4.570868,-74.297333,S. & Cent. America,COL,0.562494357,0.204264,0.138746156,251529031388.888
Ecuador,1997,-1.831239,-78.183406,S. & Cent. America,ECU,0.351954004,0.011262492,0,100893471111.111
Peru,1997,-9.189967,-75.015152,S. & Cent. America,PER,0.334701326,0.00835065,0.017071,100034160000
Trinidad & Tobago,1997,10.691803,-61.222503,S. & Cent. America,TTO,0.036987682,0.325596112,0,100717720555.555
Venezuela,1997,6.42375,-66.58973,S. & Cent. America,VEN,0.854649672,1.2319668,0.001436491,580014711944.443
Central America,1997,0,0,S. & Cent. America,,0.492455034,0,0.001779351,137287329166.666
Other Caribbean,1997,0,0,S. & Cent. America,,1.362166863,0.002202444,0.010057201,381785141111.11
Other South America,1997,0,0,S. & Cent. America,,0.268478457,0.037697743,0.000163147,85094263055.5553
Austria,1997,47.516231,14.550072,Europe,AUT,0.510231287,0.281252578,0.154686709,262825159444.444
Belgium,1997,50.503887,4.469936,Europe,BEL,1.299350127,0.4753611,0.331064092,584937588611.109
Bulgaria,1997,42.733883,25.48583,Europe,BGR,0.193568144,0.1553301,0.363798588,197971342222.222
Croatia,1997,45.1,15.2,Europe,HRV,0.169517481,0.0940671,0.01018481,76047053055.5553
Cyprus,1997,35.08620251,-33.15948469,Europe,CYP,0.089883874,0,0.003181968,25851622777.7777
Czech Republic,1997,49.817492,15.472962,Europe,CZE,0.342083909,0.3210795,0.920449684,439892525833.332
Denmark,1997,56.26392,9.501785,Europe,DNK,0.472605609,0.164588078,0.277589027,254106309444.444
Estonia,1997,58.69807177,-25.8872705,Europe,EST,0.056867549,0.0261342,0.135844159,60790529999.9998
Finland,1997,61.92411,25.748151,Europe,FIN,0.434103767,0.121098,0.278741,231650768611.11
France,1997,46.227638,2.213749,Europe,FRA,3.96400963,1.3120893,0.57275424,1624681436111.11
Germany,1997,51.165691,10.451526,Europe,DEU,5.936137586,2.991721,3.660545736,3496778978333.32
Greece,1997,39.074208,21.824312,Europe,GRC,0.799410675,0.0071595,0.354279563,322458260555.555
Hungary,1997,47.162494,19.503304,Europe,HUN,0.302692095,0.40649,0.171654195,244676747222.222
Iceland,1997,64.963051,-19.020835,Europe,ISL,0.03314558,0,0.002726525,9964473611.11108
Ireland,1997,53.41291,-8.24389,Europe,IRL,0.281664125,0.116267436,0.118759181,143525206111.111
Italy,1997,41.87194,12.56738,Europe,ITA,4.122498729,2.002672044,0.473583811,1832987384444.44
Latvia,1997,56.98600629,-25.98243782,Europe,LVA,0.074614141,0.034939602,0.009370058,33034389166.6666
Lithuania,1997,55.56514803,-23.92632337,Europe,LTU,0.138764313,0.083836483,0.007632536,63953703333.3331
Luxembourg,1997,49.61682412,6.124983395,Europe,LUX,0.083372059,0.026121115,0.012367807,33850272499.9999
Netherlands,1997,52.132633,5.291266,Europe,NLD,1.673094292,1.5253,0.35,985665081111.108
North Macedonia,1997,42.12066355,-21.42254912,Europe,MKD,0.04429978,0,0.054168609,27352330277.7777
Norway,1997,60.472024,8.468946,Europe,NOR,0.415845316,0.139252968,0.039904558,165278567222.222
Poland,1997,51.919438,19.145136,Europe,POL,0.790980065,0.3942891,2.941038594,1146196599722.22
Portugal,1997,39.399872,-8.224454,Europe,PRT,0.610575572,0.0036225,0.149301288,212083155555.555
Romania,1997,45.943161,24.96676,Europe,ROU,0.573295152,0.6673149,0.401687202,456193681666.665
Slovakia,1997,48.17856255,-17.37553815,Europe,SVK,0.145809188,0.2336058,0.210568784,163884381111.111
Slovenia,1997,46.151241,14.995463,Europe,SVN,0.111109951,0.033426,0.05904644,56550664166.6665
Spain,1997,40.463667,-3.74922,Europe,ESP,2.609415493,0.473360322,0.76848714,1069795265277.77
Sweden,1997,60.128161,18.643501,Europe,SWE,0.739216067,0.029950443,0.110253516,244283340555.555
Switzerland,1997,46.818188,8.227512,Europe,CHE,0.56025428,0.086454,0.00459,180916188888.888
Turkey,1997,38.963745,35.243322,Europe,TUR,1.285565329,0.33508287,0.870100776,691874715277.776
Ukraine,1997,49.03256983,-31.17505696,Europe,UKR,0.790491695,2.712035398,1.56754212,1408352559166.66
United Kingdom,1997,55.378051,-3.435973,Europe,GBR,3.547595669,3.183056568,1.656633024,2329801461388.88
Other Europe,1997,0,0,Europe,,0.433679955,0.124411083,0.463252476,283706531666.666
Azerbaijan,1997,40.37218247,-47.99440631,CIS,AZE,0.239049665,0.196439841,0.000125604,121004197222.222
Belarus,1997,53.22505931,-28.06449163,CIS,BLR,0.388297084,0.499825274,0.050965665,260857784166.666
Kazakhstan,1997,47.97919679,-67.16447093,CIS,KAZ,0.437931977,0.267388452,0.876908714,439508095277.776
Russian Federation,1997,61.87817188,-94.65763783,CIS,RUS,5.496867174,12.43469733,4.523213592,6237438359999.98
Turkmenistan,1997,39.06564821,-59.08747704,CIS,TKM,0.12862211,0.3024945,0,119754613888.889
USSR,1997,0,0,CIS,,0,0,0,0
Uzbekistan,1997,42.04885918,-64.06189671,CIS,UZB,0.298435089,1.4736645,0.034662894,501878467499.999
Other CIS,1997,0,0,CIS,,0.084594375,0.214203198,0.033153448,92208616944.4442
Iran,1997,32.427908,53.688046,Middle East,IRN,2.729415542,1.431084677,0.046339209,1168566507777.77
Iraq,1997,33.223191,43.679291,Middle East,IRQ,1.441019485,0.10431,0,429258190277.776
Israel,1997,31.046051,34.851612,Middle East,ISR,0.494938832,0.000649094,0.227887901,200965507499.999
Kuwait,1997,29.31166,47.481766,Middle East,KWT,0.241150518,0.317034,0,155051255000
Oman,1997,21.512583,55.923255,Middle East,OMN,0.099336461,0.151627646,1400423.999,389006736101140000
Qatar,1997,25.3182235,-51.20661467,Middle East,QAT,0.077800112,0.37352607,0,125368383888.889
